val_loss,val_accuracy,val_iou,val_precision,val_recall,val_f1score,epoch,step,train_loss,train_accuracy,train_iou,train_precision,train_recall,train_f1score,test_loss,test_accuracy,test_iou,test_precision,test_recall,test_f1score
0.42823919653892517,0.9481703639030457,0.9055175185203552,0.9481703639030457,0.9481703639030457,0.9481703639030457,0,363,,,,,,,,,,,,
,,,,,,0,363,0.5369401574134827,0.7708731889724731,0.6765682101249695,0.7708731889724731,0.7708731889724731,0.7708731889724731,,,,,,
0.19855980575084686,0.976196825504303,0.9543761610984802,0.976196825504303,0.976196825504303,0.976196825504303,1,727,,,,,,,,,,,,
,,,,,,1,727,0.2853090167045593,0.9655619263648987,0.9351839423179626,0.9655619263648987,0.9655619263648987,0.9655619263648987,,,,,,
0.15510064363479614,0.978148877620697,0.9580146074295044,0.978148877620697,0.978148877620697,0.978148877620697,2,1091,,,,,,,,,,,,
,,,,,,2,1091,0.1767415851354599,0.9756544828414917,0.9533794522285461,0.9756544828414917,0.9756544828414917,0.9756544828414917,,,,,,
0.14384187757968903,0.9795330762863159,0.9606091976165771,0.9795330762863159,0.9795330762863159,0.9795330762863159,3,1455,,,,,,,,,,,,
,,,,,,3,1455,0.15082010626792908,0.9778778553009033,0.9575064182281494,0.9778778553009033,0.9778778553009033,0.9778778553009033,,,,,,
0.13939101994037628,0.979517936706543,0.9605638980865479,0.979517936706543,0.979517936706543,0.979517936706543,4,1819,,,,,,,,,,,,
,,,,,,4,1819,0.13753168284893036,0.9792851209640503,0.9601216316223145,0.9792851209640503,0.9792851209640503,0.9792851209640503,,,,,,
0.132907435297966,0.9794906973838806,0.9605476260185242,0.9794906973838806,0.9794906973838806,0.9794906973838806,5,2183,,,,,,,,,,,,
,,,,,,5,2183,0.1304665356874466,0.9800004959106445,0.9614623188972473,0.9800004959106445,0.9800004959106445,0.9800004959106445,,,,,,
0.12908972799777985,0.9807516932487488,0.9628560543060303,0.9807516932487488,0.9807516932487488,0.9807516932487488,6,2547,,,,,,,,,,,,
