val_loss,val_accuracy,val_iou,val_precision,val_recall,val_f1score,epoch,step,train_loss,train_accuracy,train_iou,train_precision,train_recall,train_f1score,test_loss,test_accuracy,test_iou,test_precision,test_recall,test_f1score
,,,,,,6,2547,0.12362081557512283,0.9808168411254883,0.962988555431366,0.9808168411254883,0.9808168411254883,0.9808168411254883,,,,,,
0.12726619839668274,0.9795100688934326,0.9606232047080994,0.9795100688934326,0.9795100688934326,0.9795100688934326,7,2911,,,,,,,,,,,,
,,,,,,7,2911,0.11882088333368301,0.9814000725746155,0.9640847444534302,0.9814000725746155,0.9814000725746155,0.9814000725746155,,,,,,
0.12242871522903442,0.9808899760246277,0.9631484746932983,0.9808899760246277,0.9808899760246277,0.9808899760246277,8,3275,,,,,,,,,,,,
,,,,,,8,3275,0.11537890136241913,0.9818557500839233,0.9649348258972168,0.9818557500839233,0.9818557500839233,0.9818557500839233,,,,,,
0.1205819696187973,0.9809492826461792,0.9632302522659302,0.9809492826461792,0.9809492826461792,0.9809492826461792,9,3639,,,,,,,,,,,,
,,,,,,9,3639,0.11245987564325333,0.9822459816932678,0.9656678438186646,0.9822459816932678,0.9822459816932678,0.9822459816932678,,,,,,
0.12066150456666946,0.9808031916618347,0.9629824757575989,0.9808031916618347,0.9808031916618347,0.9808031916618347,10,4003,,,,,,,,,,,,
,,,,,,10,4003,0.10934792459011078,0.9826415777206421,0.9664117693901062,0.9826415777206421,0.9826415777206421,0.9826415777206421,,,,,,
0.12036743015050888,0.9809912443161011,0.9632853865623474,0.9809912443161011,0.9809912443161011,0.9809912443161011,11,4367,,,,,,,,,,,,
,,,,,,11,4367,0.10691000521183014,0.9830028414726257,0.967097282409668,0.9830028414726257,0.9830028414726257,0.9830028414726257,,,,,,
0.11963185667991638,0.9805116653442383,0.9624547958374023,0.9805116653442383,0.9805116653442383,0.9805116653442383,12,4731,,,,,,,,,,,,
,,,,,,12,4731,0.10475470125675201,0.9833710789680481,0.9677846431732178,0.9833710789680481,0.9833710789680481,0.9833710789680481,,,,,,
0.11760014295578003,0.9812130928039551,0.9637545347213745,0.9812130928039551,0.9812130928039551,0.9812130928039551,13,5095,,,,,,,,,,,,
,,,,,,13,5095,0.10163338482379913,0.9837744235992432,0.9685448408126831,0.9837744235992432,0.9837744235992432,0.9837744235992432,,,,,,
0.11654350161552429,0.9811550378799438,0.9636135697364807,0.9811550378799438,0.9811550378799438,0.9811550378799438,14,5459,,,,,,,,,,,,
,,,,,,14,5459,0.10026758164167404,0.9839920401573181,0.9689583778381348,0.9839920401573181,0.9839920401573181,0.9839920401573181,,,,,,
0.11459417641162872,0.9817252159118652,0.9647033214569092,0.9817252159118652,0.9817252159118652,0.9817252159118652,15,5823,,,,,,,,,,,,
,,,,,,15,5823,0.09824688732624054,0.9842583537101746,0.9694622755050659,0.9842583537101746,0.9842583537101746,0.9842583537101746,,,,,,
0.1152215376496315,0.9820898175239563,0.9653803110122681,0.9820898175239563,0.9820898175239563,0.9820898175239563,16,6187,,,,,,,,,,,,
,,,,,,16,6187,0.09656770527362823,0.9845160841941833,0.969944953918457,0.9845160841941833,0.9845160841941833,0.9845160841941833,,,,,,
0.11416938155889511,0.9818612337112427,0.9649397730827332,0.9818612337112427,0.9818612337112427,0.9818612337112427,17,6551,,,,,,,,,,,,
,,,,,,17,6551,0.09513948857784271,0.9847760200500488,0.97043377161026,0.9847760200500488,0.9847760200500488,0.9847760200500488,,,,,,
0.11337518692016602,0.9824296236038208,0.966010332107544,0.9824296236038208,0.9824296236038208,0.9824296236038208,18,6915,,,,,,,,,,,,
,,,,,,18,6915,0.0936853364109993,0.984965443611145,0.9707958698272705,0.984965443611145,0.984965443611145,0.984965443611145,,,,,,
0.11271845549345016,0.9822107553482056,0.9655842185020447,0.9822107553482056,0.9822107553482056,0.9822107553482056,19,7279,,,,,,,,,,,,
,,,,,,19,7279,0.09155438840389252,0.9852905869483948,0.9714118838310242,0.9852905869483948,0.9852905869483948,0.9852905869483948,,,,,,
0.11240479350090027,0.9816955924034119,0.9646355509757996,0.9816955924034119,0.9816955924034119,0.9816955924034119,20,7643,,,,,,,,,,,,
,,,,,,20,7643,0.09063780307769775,0.9854397177696228,0.9716898798942566,0.9854397177696228,0.9854397177696228,0.9854397177696228,,,,,,
0.11018247157335281,0.9825101494789124,0.9661608338356018,0.9825101494789124,0.9825101494789124,0.9825101494789124,21,8007,,,,,,,,,,,,
,,,,,,21,8007,0.08955784142017365,0.9856118559837341,0.9720156192779541,0.9856118559837341,0.9856118559837341,0.9856118559837341,,,,,,
0.11065411567687988,0.9823495745658875,0.9658517241477966,0.9823495745658875,0.9823495745658875,0.9823495745658875,22,8371,,,,,,,,,,,,
,,,,,,22,8371,0.08815192431211472,0.9858566522598267,0.9724821448326111,0.9858566522598267,0.9858566522598267,0.9858566522598267,,,,,,
0.11173724383115768,0.9820333123207092,0.9652570486068726,0.9820333123207092,0.9820333123207092,0.9820333123207092,23,8735,,,,,,,,,,,,
,,,,,,23,8735,0.08676617592573166,0.9860720038414001,0.9728876352310181,0.9860720038414001,0.9860720038414001,0.9860720038414001,,,,,,
0.11088499426841736,0.9819338917732239,0.9651283025741577,0.9819338917732239,0.9819338917732239,0.9819338917732239,24,9099,,,,,,,,,,,,
,,,,,,24,9099,0.08685208857059479,0.9860458970069885,0.9728419184684753,0.9860458970069885,0.9860458970069885,0.9860458970069885,,,,,,
,,,,,,25,9100,,,,,,,0.1114482432603836,0.9818322658538818,0.9649091362953186,0.9818322658538818,0.9818322658538818,0.9818322658538818
,,,,,,25,9100,,,,,,,0.11147212982177734,0.981840193271637,0.9649229049682617,0.981840193271637,0.981840193271637,0.981840193271637
